Timestamp,Machine_ID,Operator_ID,Engine_Hours,Fuel_Used_L,Load_Cycles,Idling_Time_min,Seatbelt_Status,Proximity_Hazard,Safety_Alert_Triggered,Working_Condition,Incident_Logged,Unsafe_Operation,Task_Type,Weather,Operator_Skill,Machine_Age_yrs,Estimated_Time_min,Actual_Time_min
2025-05-16 09:00:00,EXC001,OP1008,1694.5,8.43,16,47.0,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Beginner,2,69.3,71.1
2025-05-16 09:30:00,LOD001,OP1009,3143.2,6.68,13,14.6,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Intermediate,4,30.5,32.4
2025-05-16 10:00:00,EXC004,OP1006,1478.4,5.66,9,11.3,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,5,48.6,52.0
2025-05-16 10:30:00,LOD001,OP1006,3143.4,8.06,15,41.2,Fastened,No,No,Dusty,No,No,Material Loading,Windy,Beginner,4,37.6,49.2
2025-05-16 11:00:00,EXC001,OP1008,1695.6,5.96,11,42.4,Unfastened,Yes,Yes,Slippery,No,Yes,Earth Excavation,Rainy,Beginner,2,79.4,98.6
2025-05-16 11:30:00,LOD001,OP1005,3145.9,6.63,8,46.5,Fastened,No,Yes,Reduced Visibility,Yes,No,Grading,Rainy,Intermediate,4,47.6,66.0
2025-05-16 12:00:00,EXC002,OP1003,2279.1,6.98,15,32.0,Fastened,No,No,Normal,No,No,Grading,Cloudy,Beginner,4,44.8,49.5
2025-05-16 12:30:00,EXC002,OP1003,2280.9,6.7,11,39.4,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,4,64.9,68.8
2025-05-16 13:00:00,EXC002,OP1006,2281.5,8.61,17,33.4,Fastened,No,Yes,Strong Wind,No,No,Material Loading,Windy,Intermediate,4,39.3,47.4
2025-05-16 13:30:00,LOD001,OP1002,3147.8,6.07,9,40.5,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,4,36.6,41.4
2025-05-16 14:00:00,EXC005,OP1006,4337.5,7.09,13,28.5,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Expert,7,31.3,38.2
2025-05-16 14:30:00,EXC004,OP1006,1480.1,5.83,8,24.0,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,5,44.0,50.4
2025-05-16 15:00:00,EXC003,OP1008,2006.7,8.19,15,39.4,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,3,35.0,41.6
2025-05-16 15:30:00,LOD002,OP1007,2794.6,6.19,10,31.2,Fastened,No,No,Normal,No,No,Earth Excavation,Cloudy,Intermediate,6,64.4,67.6
2025-05-16 16:00:00,EXC003,OP1008,2009.2,4.62,6,33.7,Fastened,No,No,Wet Ground,No,No,Trenching,Rainy,Intermediate,3,44.4,50.1
2025-05-16 16:30:00,LOD001,OP1009,3149.5,6.63,13,27.1,Fastened,No,No,Wet Ground,No,No,Earth Excavation,Rainy,Expert,4,56.6,64.4
2025-05-16 17:00:00,EXC003,OP1006,2010.6,6.8,15,10.1,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Intermediate,3,27.4,27.3
2025-05-16 17:30:00,EXC003,OP1003,2012.9,6.05,10,34.4,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,3,60.7,65.0
2025-05-16 18:00:00,EXC004,OP1010,1480.4,3.82,4,38.8,Fastened,No,Yes,Strong Wind,No,No,Demolition,Windy,Expert,5,91.2,111.4
2025-05-16 18:30:00,EXC002,OP1003,2283.3,5.37,8,29.1,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,4,48.4,53.1
2025-05-16 19:00:00,LOD001,OP1001,3151.8,5.43,7,33.1,Fastened,No,No,Slippery,No,No,Earth Excavation,Rainy,Beginner,4,79.1,91.0
2025-05-16 19:30:00,EXC004,OP1005,1480.7,7.53,14,43.7,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Intermediate,5,33.1,34.6
2025-05-16 20:00:00,EXC002,OP1004,2284.6,6.38,12,18.8,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Expert,4,58.8,61.8
2025-05-16 20:30:00,LOD002,OP1009,2795.2,8.83,19,16.7,Unfastened,No,Yes,Normal,No,Yes,Material Loading,Sunny,Intermediate,6,31.4,33.4
2025-05-16 21:00:00,EXC003,OP1009,2014.4,5.58,8,33.5,Fastened,No,No,Normal,No,No,Trenching,Sunny,Expert,3,40.3,41.5
2025-05-16 21:30:00,EXC004,OP1005,1482.4,6.47,11,34.9,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,5,60.4,63.0
2025-05-16 22:00:00,LOD002,OP1010,2796.1,7.1,12,17.0,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,6,67.0,69.1
2025-05-16 22:30:00,EXC005,OP1004,4338.7,5.28,6,42.6,Fastened,Yes,Yes,Dry Ground,No,Yes,Trenching,Sunny,Expert,7,39.2,53.1
2025-05-16 23:00:00,EXC001,OP1007,1696.5,5.5,11,20.4,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,2,65.9,71.7
2025-05-16 23:30:00,LOD002,OP1006,2797.2,5.67,10,15.4,Fastened,No,No,Low Visibility,No,No,Grading,Cloudy,Expert,6,34.3,39.5
2025-05-17 00:00:00,EXC005,OP1004,4339.3,8.94,16,43.0,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Expert,7,30.1,45.4
2025-05-17 00:30:00,EXC003,OP1010,2016.6,6.86,13,10.6,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Expert,3,30.3,25.2
2025-05-17 01:00:00,EXC001,OP1002,1696.7,6.86,14,41.8,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Beginner,2,36.7,38.1
2025-05-17 01:30:00,LOD001,OP1001,3154.0,5.56,10,15.3,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,4,32.4,30.3
2025-05-17 02:00:00,EXC005,OP1004,4340.8,4.9,8,9.4,Fastened,No,No,Low Visibility,No,No,Demolition,Cloudy,Expert,7,91.4,98.3
2025-05-17 02:30:00,EXC004,OP1004,1483.4,7.09,11,46.0,Fastened,No,No,Wet Ground,No,No,Earth Excavation,Rainy,Intermediate,5,72.9,88.3
2025-05-17 03:00:00,LOD002,OP1001,2799.0,7.93,16,39.6,Fastened,No,No,Normal,No,No,Earth Excavation,Cloudy,Intermediate,6,66.9,70.3
2025-05-17 03:30:00,LOD001,OP1006,3155.4,7.47,12,40.0,Fastened,No,No,Slippery,No,No,Earth Excavation,Rainy,Intermediate,4,75.8,89.4
2025-05-17 04:00:00,EXC001,OP1004,1698.0,4.78,9,19.1,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,2,63.6,60.1
2025-05-17 04:30:00,EXC003,OP1001,2017.1,5.34,9,20.0,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,3,66.1,73.6
2025-05-17 05:00:00,EXC002,OP1001,2285.7,8.01,16,49.4,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,4,24.6,23.5
2025-05-17 05:30:00,LOD001,OP1001,3156.1,7.63,12,59.4,Fastened,No,No,Wet Ground,No,No,Trenching,Rainy,Intermediate,4,54.8,66.3
2025-05-17 06:00:00,EXC001,OP1008,1698.3,5.8,10,55.2,Fastened,No,No,Normal,No,No,Demolition,Windy,Beginner,2,121.6,132.4
2025-05-17 06:30:00,EXC004,OP1010,1484.4,4.7,8,2.0,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,5,59.5,54.8
2025-05-17 07:00:00,LOD001,OP1008,3156.5,5.59,8,40.6,Fastened,No,No,Wet Ground,No,No,Trenching,Rainy,Expert,4,54.4,70.7
2025-05-17 07:30:00,LOD002,OP1002,2799.8,5.42,9,25.3,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Expert,6,88.0,94.3
2025-05-17 08:00:00,EXC003,OP1007,2017.5,5.94,6,63.2,Fastened,No,Yes,Strong Wind,No,No,Grading,Windy,Beginner,3,39.7,52.7
2025-05-17 08:30:00,LOD001,OP1008,3157.0,8.69,17,23.1,Unfastened,No,Yes,Dry Ground,Yes,Yes,Material Loading,Sunny,Intermediate,4,31.3,42.8
2025-05-17 09:00:00,EXC001,OP1008,1698.9,6.74,13,31.1,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,2,31.8,40.3
2025-05-17 09:30:00,LOD001,OP1010,3159.5,5.95,9,37.7,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,4,39.1,44.7
2025-05-17 10:00:00,EXC001,OP1007,1699.1,7.6,15,43.0,Fastened,No,Yes,Strong Wind,No,No,Material Loading,Windy,Expert,2,28.4,56.1
2025-05-17 10:30:00,EXC003,OP1005,2019.2,6.71,14,26.6,Fastened,No,No,Slippery,No,No,Earth Excavation,Rainy,Expert,3,66.1,83.9
2025-05-17 11:00:00,LOD001,OP1001,3160.0,6.68,13,33.2,Fastened,No,Yes,Strong Wind,No,No,Grading,Windy,Expert,4,39.5,54.8
2025-05-17 11:30:00,EXC001,OP1009,1701.5,7.13,14,43.8,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Intermediate,2,37.8,53.1
2025-05-17 12:00:00,EXC002,OP1007,2286.1,7.13,10,56.6,Fastened,No,No,Normal,No,No,Earth Excavation,Cloudy,Intermediate,4,67.9,73.6
2025-05-17 12:30:00,LOD001,OP1002,3162.4,7.61,13,48.6,Fastened,No,No,Normal,No,No,Material Loading,Windy,Intermediate,4,32.4,41.3
2025-05-17 13:00:00,LOD001,OP1006,3164.0,5.77,9,45.8,Fastened,No,No,Dusty,No,No,Trenching,Windy,Beginner,4,60.2,77.5
2025-05-17 13:30:00,EXC005,OP1002,4341.0,5.57,9,28.2,Fastened,No,No,Low Visibility,No,No,Demolition,Cloudy,Beginner,7,121.0,119.6
2025-05-17 14:00:00,EXC005,OP1001,4343.3,7.89,14,58.7,Unfastened,No,Yes,Dry Ground,No,Yes,Earth Excavation,Sunny,Beginner,7,70.6,85.8
2025-05-17 14:30:00,EXC004,OP1007,1485.8,4.27,7,21.6,Fastened,No,No,Low Visibility,No,No,Demolition,Cloudy,Intermediate,5,98.6,100.2
2025-05-17 15:00:00,EXC002,OP1002,2286.9,8.06,15,40.1,Fastened,No,Yes,Strong Wind,Yes,No,Material Loading,Windy,Intermediate,4,30.4,45.6
2025-05-17 15:30:00,EXC003,OP1002,2021.1,5.53,7,53.1,Fastened,No,Yes,Reduced Visibility,No,No,Trenching,Rainy,Intermediate,3,57.1,75.1
2025-05-17 16:00:00,EXC002,OP1005,2289.2,6.89,11,27.7,Fastened,No,No,Slippery,No,No,Earth Excavation,Rainy,Intermediate,4,65.8,70.4
2025-05-17 16:30:00,LOD002,OP1005,2801.1,6.15,12,32.6,Unfastened,No,Yes,Strong Wind,No,Yes,Grading,Windy,Expert,6,34.4,42.2
2025-05-17 17:00:00,EXC004,OP1007,1486.7,5.21,7,21.1,Fastened,No,No,Normal,No,No,Demolition,Windy,Intermediate,5,109.0,109.4
2025-05-17 17:30:00,EXC003,OP1001,2023.1,5.4,6,45.6,Unfastened,Yes,Yes,Wet Ground,No,Yes,Trenching,Rainy,Intermediate,3,51.8,64.6
2025-05-17 18:00:00,EXC004,OP1008,1488.5,7.64,14,25.6,Fastened,No,Yes,Reduced Visibility,No,No,Earth Excavation,Rainy,Beginner,5,83.1,103.4
2025-05-17 18:30:00,LOD002,OP1003,2803.4,6.96,13,19.7,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Expert,6,32.4,36.6
2025-05-17 19:00:00,EXC001,OP1004,1703.2,6.41,10,37.7,Fastened,No,No,Normal,No,No,Grading,Cloudy,Intermediate,2,36.4,42.9
2025-05-17 19:30:00,EXC004,OP1009,1489.2,5.65,8,33.4,Unfastened,No,Yes,Normal,No,Yes,Earth Excavation,Cloudy,Expert,5,52.3,63.1
2025-05-17 20:00:00,EXC004,OP1004,1491.6,6.29,12,22.5,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Intermediate,5,33.0,39.5
2025-05-17 20:30:00,EXC005,OP1010,4343.7,7.64,15,27.5,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Expert,7,33.7,37.2
2025-05-17 21:00:00,EXC001,OP1005,1704.1,4.57,6,34.4,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,2,50.3,56.6
2025-05-17 21:30:00,LOD002,OP1007,2804.8,5.82,7,38.1,Fastened,No,No,Normal,No,No,Trenching,Sunny,Intermediate,6,41.7,42.9
2025-05-17 22:00:00,LOD002,OP1004,2806.3,7.88,15,16.6,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,6,62.7,65.8
2025-05-17 22:30:00,EXC004,OP1001,1491.8,5.73,9,16.7,Fastened,No,No,Normal,No,No,Grading,Cloudy,Intermediate,5,35.8,45.1
2025-05-17 23:00:00,EXC005,OP1009,4345.7,7.8,17,2.0,Fastened,Yes,Yes,Dry Ground,No,Yes,Material Loading,Sunny,Expert,7,27.7,30.8
2025-05-17 23:30:00,LOD002,OP1004,2807.3,6.15,13,19.5,Fastened,Yes,Yes,Dry Ground,No,Yes,Material Loading,Sunny,Intermediate,6,29.0,32.5
2025-05-18 00:00:00,EXC005,OP1009,4346.9,5.81,9,13.9,Fastened,No,No,Low Visibility,No,No,Trenching,Cloudy,Intermediate,7,49.9,53.2
2025-05-18 00:30:00,EXC001,OP1006,1706.1,3.98,5,6.7,Fastened,Yes,Yes,Dry Ground,No,Yes,Trenching,Sunny,Expert,2,39.6,51.0
2025-05-18 01:00:00,EXC004,OP1001,1492.9,5.64,9,20.6,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,5,35.5,34.0
2025-05-18 01:30:00,EXC005,OP1003,4347.2,5.96,9,24.9,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Expert,7,39.9,41.8
2025-05-18 02:00:00,EXC003,OP1002,2023.8,7.09,15,22.7,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Intermediate,3,34.2,43.0
2025-05-18 02:30:00,LOD001,OP1009,3166.4,7.93,17,21.1,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Expert,4,24.8,26.6
2025-05-18 03:00:00,LOD002,OP1001,2807.7,6.09,9,51.1,Fastened,No,No,Normal,No,No,Trenching,Sunny,Beginner,6,56.0,68.4
2025-05-18 03:30:00,LOD002,OP1009,2808.7,6.77,11,43.5,Fastened,No,No,Wet Ground,No,No,Earth Excavation,Rainy,Intermediate,6,76.1,86.5
2025-05-18 04:00:00,EXC004,OP1009,1494.2,8.18,15,36.8,Unfastened,No,Yes,Normal,Yes,Yes,Earth Excavation,Sunny,Intermediate,5,69.0,79.3
2025-05-18 04:30:00,EXC001,OP1008,1707.5,6.8,13,21.7,Fastened,No,No,Normal,Yes,No,Earth Excavation,Sunny,Intermediate,2,62.7,66.9
2025-05-18 05:00:00,LOD002,OP1008,2808.9,4.8,9,2.8,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,6,37.8,39.7
2025-05-18 05:30:00,LOD001,OP1001,3167.7,7.07,12,20.5,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,4,57.3,62.8
2025-05-18 06:00:00,EXC001,OP1008,1708.5,6.9,12,42.5,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Expert,2,59.5,62.3
2025-05-18 06:30:00,LOD002,OP1010,2811.3,6.1,10,36.8,Fastened,No,No,Normal,No,No,Grading,Sunny,Expert,6,33.8,36.0
2025-05-18 07:00:00,LOD002,OP1003,2811.9,6.15,11,20.6,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Expert,6,59.9,63.8
2025-05-18 07:30:00,EXC004,OP1007,1495.3,7.36,15,24.1,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Expert,5,30.4,41.1
2025-05-18 08:00:00,EXC005,OP1001,4348.3,5.91,9,26.5,Fastened,Yes,Yes,Normal,No,Yes,Trenching,Cloudy,Expert,7,45.0,54.3
2025-05-18 08:30:00,EXC003,OP1001,2024.9,6.4,13,27.8,Fastened,No,Yes,Reduced Visibility,No,No,Earth Excavation,Rainy,Expert,3,64.0,83.9
2025-05-18 09:00:00,EXC001,OP1010,1710.3,5.0,8,15.9,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Expert,2,40.2,38.5
2025-05-18 09:30:00,EXC003,OP1005,2025.5,6.29,11,18.5,Fastened,Yes,Yes,Dusty,No,Yes,Earth Excavation,Windy,Intermediate,3,68.9,80.1
2025-05-18 10:00:00,LOD001,OP1005,3168.5,5.32,7,30.9,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Expert,4,28.3,25.1
2025-05-18 10:30:00,EXC001,OP1008,1712.1,6.18,12,12.3,Fastened,Yes,Yes,Low Visibility,No,Yes,Material Loading,Cloudy,Expert,2,23.8,29.8
2025-05-18 11:00:00,EXC003,OP1007,2026.9,6.47,10,42.3,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Expert,3,53.1,60.7
2025-05-18 11:30:00,EXC003,OP1008,2028.1,6.19,10,33.7,Fastened,No,Yes,Reduced Visibility,No,No,Earth Excavation,Rainy,Intermediate,3,74.8,92.8
2025-05-18 12:00:00,EXC004,OP1006,1495.8,7.34,12,39.3,Fastened,Yes,Yes,Normal,No,Yes,Trenching,Cloudy,Beginner,5,57.3,58.9
2025-05-18 12:30:00,LOD002,OP1006,2812.5,7.25,15,12.4,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Expert,6,55.3,62.8
2025-05-18 13:00:00,EXC003,OP1002,2028.3,5.97,10,43.0,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Expert,3,54.9,61.5
2025-05-18 13:30:00,EXC003,OP1006,2028.7,8.83,16,62.7,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,3,30.7,35.5
2025-05-18 14:00:00,LOD001,OP1005,3169.9,6.75,9,56.6,Fastened,No,No,Slippery,No,No,Grading,Rainy,Intermediate,4,43.1,52.6
2025-05-18 14:30:00,EXC004,OP1003,1498.1,4.94,8,14.5,Fastened,No,No,Normal,No,No,Trenching,Cloudy,Intermediate,5,52.8,53.6
2025-05-18 15:00:00,EXC002,OP1006,2290.1,5.94,8,29.5,Fastened,No,No,Normal,No,No,Grading,Sunny,Intermediate,4,42.6,41.8
2025-05-18 15:30:00,EXC004,OP1008,1499.1,6.75,12,25.1,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Intermediate,5,94.1,92.0
2025-05-18 16:00:00,EXC001,OP1009,1712.6,7.91,16,20.9,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,2,67.8,72.4
2025-05-18 16:30:00,EXC002,OP1001,2291.2,5.34,9,31.3,Fastened,No,No,Low Visibility,No,No,Grading,Cloudy,Expert,4,34.0,36.1
2025-05-18 17:00:00,EXC004,OP1003,1499.3,5.25,8,10.4,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,5,37.7,38.4
2025-05-18 17:30:00,EXC003,OP1003,2031.0,5.8,10,16.9,Fastened,Yes,Yes,Low Visibility,No,Yes,Trenching,Cloudy,Intermediate,3,50.7,55.5
2025-05-18 18:00:00,LOD002,OP1008,2814.3,4.33,3,16.6,Fastened,Yes,Yes,Dusty,No,Yes,Demolition,Windy,Expert,6,96.1,104.7
2025-05-18 18:30:00,EXC003,OP1001,2033.5,7.14,14,18.7,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,3,66.5,69.6
2025-05-18 19:00:00,EXC004,OP1005,1501.6,7.35,12,45.2,Fastened,No,Yes,Strong Wind,No,No,Earth Excavation,Windy,Beginner,5,74.4,94.4
2025-05-18 19:30:00,EXC005,OP1003,4349.6,4.16,6,9.4,Fastened,Yes,Yes,Normal,Yes,Yes,Grading,Cloudy,Intermediate,7,38.9,47.6
2025-05-18 20:00:00,EXC001,OP1002,1714.0,5.08,7,31.6,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,2,49.7,47.7
2025-05-18 20:30:00,EXC005,OP1008,4350.3,5.43,6,32.9,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Expert,7,40.1,42.0
2025-05-18 21:00:00,EXC002,OP1003,2292.4,7.04,12,49.7,Fastened,No,No,Wet Ground,No,No,Earth Excavation,Rainy,Expert,4,59.0,68.6
2025-05-18 21:30:00,LOD002,OP1007,2816.6,6.06,10,35.7,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,6,32.6,41.5
2025-05-18 22:00:00,EXC001,OP1001,1714.3,5.22,6,26.2,Fastened,No,No,Normal,No,No,Grading,Sunny,Intermediate,2,35.3,35.1
2025-05-18 22:30:00,EXC003,OP1006,2035.7,7.06,14,26.6,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Beginner,3,41.6,42.4
2025-05-18 23:00:00,EXC001,OP1003,1715.3,6.01,8,47.9,Fastened,No,No,Wet Ground,No,No,Demolition,Rainy,Expert,2,90.5,103.2
2025-05-18 23:30:00,LOD002,OP1008,2818.8,5.19,9,10.4,Fastened,No,No,Normal,No,No,Trenching,Cloudy,Expert,6,40.7,41.6
2025-05-19 00:00:00,EXC004,OP1006,1503.9,5.57,11,2.0,Fastened,No,No,Normal,No,No,Earth Excavation,Cloudy,Intermediate,5,63.4,66.8
2025-05-19 00:30:00,EXC005,OP1002,4352.0,8.36,16,39.7,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,7,29.1,32.1
2025-05-19 01:00:00,EXC001,OP1006,1717.0,6.63,10,51.6,Fastened,No,No,Wet Ground,No,No,Grading,Rainy,Expert,2,33.4,42.6
2025-05-19 01:30:00,LOD001,OP1007,3171.2,6.67,11,26.5,Fastened,No,Yes,Strong Wind,No,No,Earth Excavation,Windy,Expert,4,54.5,71.7
2025-05-19 02:00:00,EXC002,OP1005,2294.6,7.21,13,46.6,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,4,60.8,67.3
2025-05-19 02:30:00,LOD002,OP1003,2821.2,5.29,7,17.6,Fastened,No,No,Normal,No,No,Grading,Sunny,Expert,6,39.3,45.5
2025-05-19 03:00:00,EXC002,OP1004,2296.5,5.38,7,40.3,Fastened,No,Yes,Strong Wind,No,No,Demolition,Windy,Intermediate,4,102.8,106.1
2025-05-19 03:30:00,EXC002,OP1004,2298.2,6.62,10,56.2,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Intermediate,4,39.4,58.8
2025-05-19 04:00:00,EXC001,OP1006,1718.6,6.16,11,20.3,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,2,61.2,69.4
2025-05-19 04:30:00,EXC004,OP1010,1506.1,6.77,10,36.8,Unfastened,No,Yes,Normal,No,Yes,Demolition,Windy,Intermediate,5,99.5,122.0
2025-05-19 05:00:00,EXC004,OP1001,1507.5,5.27,6,40.9,Fastened,No,No,Normal,No,No,Demolition,Cloudy,Intermediate,5,98.9,98.7
2025-05-19 05:30:00,EXC001,OP1004,1720.7,7.95,18,20.1,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,2,30.9,28.5
2025-05-19 06:00:00,LOD001,OP1010,3172.5,5.9,9,35.6,Fastened,No,No,Wet Ground,No,No,Grading,Rainy,Intermediate,4,41.7,50.4
2025-05-19 06:30:00,EXC004,OP1004,1507.9,5.05,7,18.6,Fastened,No,No,Low Visibility,No,No,Grading,Cloudy,Intermediate,5,42.9,39.6
2025-05-19 07:00:00,EXC004,OP1010,1509.0,5.26,8,30.3,Fastened,Yes,Yes,Normal,No,Yes,Demolition,Windy,Intermediate,5,99.6,121.2
2025-05-19 07:30:00,EXC003,OP1001,2036.9,6.09,11,18.5,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Beginner,3,38.6,48.1
2025-05-19 08:00:00,EXC003,OP1009,2037.4,9.32,20,46.6,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Expert,3,31.2,44.4
2025-05-19 08:30:00,EXC004,OP1004,1509.4,7.68,12,58.6,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Intermediate,5,38.4,51.6
2025-05-19 09:00:00,EXC001,OP1007,1722.1,7.57,15,12.7,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,2,27.5,32.7
2025-05-19 09:30:00,EXC002,OP1003,2298.6,7.5,15,25.9,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Expert,4,28.3,35.3
2025-05-19 10:00:00,LOD002,OP1010,2822.1,7.34,12,40.7,Fastened,No,Yes,Strong Wind,No,No,Grading,Windy,Intermediate,6,34.7,45.2
2025-05-19 10:30:00,LOD002,OP1003,2824.1,5.58,8,17.8,Fastened,No,No,Normal,No,No,Demolition,Sunny,Intermediate,6,96.3,104.1
2025-05-19 11:00:00,EXC003,OP1008,2039.8,7.14,14,32.0,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Intermediate,3,30.4,32.4
2025-05-19 11:30:00,EXC002,OP1008,2300.4,7.32,12,50.0,Fastened,No,Yes,Strong Wind,No,No,Material Loading,Windy,Expert,4,29.6,41.6
2025-05-19 12:00:00,EXC005,OP1001,4354.5,5.65,8,16.2,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Expert,7,39.9,47.1
2025-05-19 12:30:00,EXC003,OP1010,2041.6,8.29,15,36.4,Fastened,No,Yes,Strong Wind,No,No,Material Loading,Windy,Intermediate,3,37.0,43.0
2025-05-19 13:00:00,EXC001,OP1002,1723.0,7.76,16,32.0,Fastened,No,No,Slippery,No,No,Material Loading,Rainy,Intermediate,2,36.0,52.1
2025-05-19 13:30:00,EXC001,OP1008,1724.7,6.08,11,40.6,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Beginner,2,75.5,77.0
2025-05-19 14:00:00,LOD001,OP1001,3174.4,7.78,15,28.0,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Expert,4,27.8,34.7
2025-05-19 14:30:00,EXC005,OP1008,4355.5,6.34,8,56.5,Unfastened,No,Yes,Strong Wind,No,Yes,Earth Excavation,Windy,Intermediate,7,72.9,79.6
2025-05-19 15:00:00,EXC001,OP1008,1725.0,6.01,9,47.2,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Expert,2,49.5,46.3
2025-05-19 15:30:00,EXC002,OP1002,2302.2,6.65,12,36.5,Unfastened,No,Yes,Normal,No,Yes,Grading,Sunny,Intermediate,4,36.4,43.9
2025-05-19 16:00:00,EXC002,OP1004,2302.5,6.45,12,8.9,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,4,66.0,68.1
2025-05-19 16:30:00,EXC005,OP1006,4357.2,5.61,9,25.8,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Expert,7,37.4,45.8
2025-05-19 17:00:00,EXC001,OP1009,1725.6,4.99,10,3.5,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Expert,2,57.1,53.9
2025-05-19 17:30:00,EXC001,OP1008,1727.1,5.56,10,18.7,Fastened,No,No,Dusty,No,No,Earth Excavation,Windy,Intermediate,2,67.8,76.5
2025-05-19 18:00:00,LOD001,OP1008,3175.7,5.4,8,17.3,Fastened,Yes,Yes,Dusty,No,Yes,Grading,Windy,Intermediate,4,38.2,45.6
